doc1	auth1	title1	doc2	auth2	title2	authmatch	titlematch	overlap	groundtruth	hasworks	cossim
osu.32435013840996	queen, ellery	Cat of many tails	mdp.39015000599517	queen, ellery	Cat of many tails	1.0	1.0	21.5158536009	1	0	0.06277254410000001
uc1.b4826170	thackeray, william makepe	Newcomes	njp.32101041284983	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.0630880251
nyp.33433076086390	fielding, henry	Amelia	nyp.33433067367304	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0635100965
njp.32101007059973	fielding, henry	Amelia	uc1.b3827561	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0640932768
wu.89081839052	macbean, lachlan	Marjorie Fleming : the story of Pet Marjorie together with h	nyp.33433076097488	macbean, l. (lachlan)	Marjorie Fleming; the story of Pet Marjorie together with he	0.8648648648999999	0.9714285714	53.6433968395	1	0	0.0643607385
njp.32101013539224	fielding, henry	The history of Tom Jones, a foundling	mdp.39015065785696	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.0644455444
hvd.32044038429833	ware, william	Probus; or, Rome in the third century	mdp.39015063973591	ware, william	Aurelian; or, Rome in the third century	1.0	0.8	21.2509202588	0	0	0.0652188786
nyp.33433076072762	ware, william	Probus; or, Rome in the third century	mdp.39015063973591	ware, william	Aurelian; or, Rome in the third century	1.0	0.8	21.2509202588	1	0	0.0652188786
pst.000006718893	thackeray, william makepe	The Virgians	mdp.39015063608064	thackeray, william makepe	The Virginians	1.0	0.9230769231	0.0	1	0	0.0652565558
pst.000006718909	thackeray, william makepe	The Virgians	mdp.39015063608064	thackeray, william makepe	The Virginians	1.0	0.9230769231	0.0	1	0	0.0652565558
wu.89005053426	hope, anthony	Quisanté; a novel	mdp.39015063539004	hope, anthony	Quisante [a novel]	1.0	0.9142857143	2.7080502011000003	1	0	0.0652761849
uc2.ark+=13960=t3qv3mg51	hope, anthony	Double harness	uc2.ark+=13960=t53f4rw6r	hope, anthony	Double harness	1.0	1.0	15.101365884200002	1	0	0.0654913538
pst.000032524529	ballou, ralph b	Badminton for beginners	pst.000049005257	ballou, ralph b	Badminton for beginners	1.0	1.0	20.729671751199998	1	0	0.0664316567
uc1.b3293435	holmes, oliver wendell	Professor at the breakfast-table	nyp.33433074815881	holmes, oliver wendell	The professor at the breakfast-table	1.0	0.9253731343000001	17.86160526	1	0	0.0664772479
mdp.39015018449226	holmes, oliver wendell	Elsie Venner	uc1.b3307769	holmes, oliver wendell	Elsie Venner	1.0	1.0	16.0704936407	1	0	0.0695138806
nyp.33433075762793	charlotte elizabeth	The flower of innocence, or, Rachel. A true narrative; with 	nyp.33433075762785	charlotte elizabeth	The flower of innocence, or, Rachel : a true narrative : wit	1.0	1.0	42.6859997237	1	0	0.06953638849999999
mdp.39015063537347	fraser, james baillie	"The Persian adventurer: being the sequel of ""The Kuzzilbash"""	mdp.39015059791759	fraser, james baillie	"The Persian adventurer : being the sequel of ""The Kuzzilbash"	1.0	0.9714285714	40.829523232199996	1	0	0.0704928487
mdp.39015060457432	white, stewart edward	The westerners	wu.89006967194	white, stewart edward	The westerners	1.0	1.0	9.2863750583	1	0	0.0707312457
mdp.39015011221077	levi, carlo	Christ stopped at Eboli; the story of a year	wu.89088282074	levi, carlo	Christ stopped at Eboli; the story of a year	1.0	1.0	38.4382943382	1	0	0.0710908891
inu.30000111060913	joyce, james	Ulysses	inu.30000011424490	joyce, james	Ulysses	1.0	1.0	7.6774004305	1	0	0.0717793107
uc1.b3188996	fielding, henry	Amelia	hvd.hwjrw6	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0723111572
mdp.39076006047992	warner, charles dudley	A little journey in the world	pst.000005593453	warner, charles dudley	A little journey in the world	1.0	1.0	15.232141574100002	1	0	0.07232747440000001
njp.32101068598075	fielding, henry	Amelia	uc1.b3188996	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0726569719
nyp.33433074949870	crockett, s. r. (samuel r	The playactress	njp.32101063606725	crockett, s. r. (samuel r	The play-actress	1.0	0.9677419355	0.0	1	0	0.0740108845
mdp.39076001979728	joyce, james	Ulysses	mdp.39015062110369	joyce, james	Ulysses	1.0	1.0	7.6774004305	1	0	0.0742523681
mdp.39015058402820	fielding, henry	Amelia	nyp.33433067367304	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0742672486
mdp.39015058402838	fielding, henry	Amelia	nyp.33433067367312	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0742672486
uc1.32106018920386	lewis, wyndham	The apes of God	mdp.39015005144897	lewis, wyndham	The apes of God	1.0	1.0	15.2253505327	1	0	0.07463323549999999
uc2.ark+=13960=t22b8xz24	crockett, s. r. (samuel r	The men of the moss-hags	uc2.ark+=13960=t7br8vh9v	crockett, s. r. (samuel r	The men of the Moss Hags	1.0	0.9583333333	4.7706846245	1	0	0.0748387187
nyp.33433074949862	crockett, s. r. (samuel r	The playactress	nyp.33433074949854	crockett, s. r. (samuel r	The play-actress	1.0	0.9677419355	0.0	1	0	0.0757189395
uc2.ark+=13960=t9v11x28p	irvine, leigh hadley	An affair in the South seas; a story of romantic adventure	uc2.ark+=13960=t08w38p33	irvine, leigh h	An affair of the South Seas;	0.8571428570999999	0.8064516129000001	20.7173093221	1	0	0.0761507834
mdp.39015058402838	fielding, henry	Amelia	uc1.b3827561	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.07616049679999999
nyp.33433075762793	charlotte elizabeth	The flower of innocence, or, Rachel. A true narrative; with 	nyp.33433003712902	charlotte elizabeth	The flower of innocence; or, Rachel. A true narrative; with 	1.0	0.9714285714	42.6859997237	1	0	0.0764685314
nyp.33433074949862	crockett, s. r. (samuel r	The playactress	njp.32101063606725	crockett, s. r. (samuel r	The play-actress	1.0	0.9677419355	0.0	1	0	0.076827063
njp.32101041261163	fielding, henry	The works of Henry Fielding with the author's preface	mdp.49015002245471	fielding, henry	The works of Henry Fielding ... with the author's preface, a	1.0	0.8857142856999999	31.792808482399998	0	1	0.0769649526
nyp.33433074949854	crockett, s. r. (samuel r	The play-actress	nyp.33433074949870	crockett, s. r. (samuel r	The playactress	1.0	0.9677419355	0.0	1	0	0.0770538093
mdp.39015068050775	fielding, henry	Amelia	uc1.b3188996	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.07748942660000001
uc2.ark+=13960=t3fx76b50	holmes, oliver wendell	The poet at the breakfast-table	mdp.39015030745494	holmes, oliver wendell	The poet at the break-fast table	1.0	0.9523809524	10.2584309983	1	0	0.0774934368
uc2.ark+=13960=t9765bg6q	warner, susan	Nobody	uc1.$b799796	warner, susan	Nobody	1.0	1.0	7.344072850599999	1	0	0.0776042073
mdp.39015002216672	musil, robert	Young Törless;	inu.30000011395781	musil, robert	Young Tr̲less	1.0	0.9230769231	3.8066624898000003	1	0	0.0778307988
mdp.39015011221077	levi, carlo	Christ stopped at Eboli; the story of a year	mdp.39015009035182	levi, carlo	Christ stopped at Eboli; the story of a year	1.0	1.0	38.4382943382	1	0	0.0782417124
uc2.ark+=13960=t7jq0v77s	white, william allen	The martial adventures of Henry and me	loc.ark+=13960=t2m626876	white, william allen	The martial adventures of Henry and me	1.0	1.0	24.492696206799998	1	0	0.0786933519
uc1.b5209825	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	nnc1.0036683434	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.0793236576
uc1.b5209827	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	umn.31951001136540i	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.0793236576
osu.32435019442078	fielding, henry	The history of Tom Jones	uc1.b4107968	fielding, henry	The history of Tom Jones, a foundling	1.0	0.813559322	15.744539590799999	1	0	0.0793955589
coo.31924014165041	fielding, henry	Amelia	nyp.33433067367320	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0802358533
uc1.b4105419	blackmore, r. d. (richard	Lorna Doone, a romance of Exmoor	mdp.39015011439257	blackmore, r. d. (richard	Lorna Doone: a romance of Exmoor;	1.0	0.9841269841	28.7315431502	1	0	0.08089349929999999
mdp.39015063608072	thackeray, william makepe	The adventures of Philip. To which is now prefixed A shabby 	uc1.b4101698	thackeray, william makepe	The adventures of Philip on his way through the world : shew	1.0	0.8	47.6112791561	0	0	0.08269549820000001
mdp.39015000632110	lawrence, d. h. (david he	The trespasser	mdp.39076005041699	lawrence, d. h. (david he	The trespasser	1.0	1.0	8.6541686464	1	0	0.082972602
mdp.39076002516909	jenkins, elizabeth	The tortoise and the hare	uc1.$b307418	jenkins, elizabeth	The tortoise and the hare	1.0	1.0	18.3353933201	1	0	0.0833563736
nyp.33433074878418	leprohon, (rosanna eleano	Antoinette De Mirecourt; or, Secret marrying and secret sorr	coo.31924005689744	leprohon, rosanna e	Antoinette de Mirecourt; or, Secret marrying and secret sorr	0.8636363636	1.0	58.1335896262	1	0	0.0837892683
nyp.33433076058860	thackeray, william makepe	The Newcomes	nyp.33433056814373	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.0842998398
mdp.49015002026798	fielding, henry	The works of Henry Fielding ... with the author's preface, a	uva.x030576608	fielding, henry	The works of Henry Fielding, esq., with an essay on his life	1.0	0.8571428570999999	21.8210970206	0	1	0.08483589289999999
njp.32101067187102	thackeray, william makepe	Newcomes	uc1.b4107700	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.08543319869999999
pst.000005582877	holmes, mary jane	The Cameron pride : or, Purified by suffering. A novel	uc1.b3322408	holmes, mary jane	The Cameron pride : or, Purified by suffering : a novel	1.0	1.0	40.7876266699	1	0	0.0859414908
wu.89063602973	sabatini, rafael	The historical nights' entertainment	mdp.39076005385484	sabatini, rafael	The historical nights' entertainment	1.0	1.0	18.1570042188	0	0	0.0860537877
inu.32000002767871	thackeray, william makepe	The Newcomes	pst.000006718879	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.0862582453
mdp.39015052567891	bjørnson, bjørnstjerne	A happy boy, The fisher maiden, & later sketches	mdp.39015030025160	bjørnson, bjørnstjerne	Happy boy, Fisher maiden & later sketches	1.0	0.8	39.833018329	1	0	0.08627619789999999
uc1.b4826172	thackeray, william makepe	Newcomes	nyp.33433076039316	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.0866272755
uc1.b4826170	thackeray, william makepe	Newcomes	nyp.33433076039316	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.0866272755
wu.89077584530	holmes, oliver wendell	The poet at the breakfast table; he talks with his fellow-bo	mdp.39015030745494	holmes, oliver wendell	The poet at the break-fast table	1.0	0.9253731343000001	17.0326548847	1	0	0.0866632148
njp.32101007059973	fielding, henry	Amelia	nyp.33433067367304	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0867171301
nyp.33433076086390	fielding, henry	Amelia	njp.32101068598067	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0869485359
uc1.b3548775	thackeray, william makepe	The Newcomes	pst.000006718879	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.08741015349999999
njp.32101068598067	fielding, henry	Amelia	coo.31924014165033	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0879107237
nyp.33433076081151	mcelgun, john	Annie Reilly; or, The fortunes of an Irish girl in New York.	uc2.ark+=13960=t3416t85d	mcelgun, john	Annie Reilly, or, The fortunes of an Irish girl in New York	1.0	0.9714285714	47.526830115200006	1	0	0.08804926880000001
uc1.b4374643	fielding, henry	The history of the adventures of Joseph Andrews and of his f	mdp.39015002248667	fielding, henry	The history of the adventures of Joseph Andrews and his frie	1.0	1.0	99.9140675329	1	0	0.08883495539999998
uc1.b4374643	fielding, henry	The history of the adventures of Joseph Andrews and of his f	mdp.39015005391290	fielding, henry	The history of the adventures of Joseph Andrews and his frie	1.0	1.0	99.9140675329	1	0	0.08883495539999998
nyp.33433074949839	crockett, s. r. (samuel r	The men of the moss-hags;	uc2.ark+=13960=t7br8vh9v	crockett, s. r. (samuel r	The men of the Moss Hags	1.0	0.9583333333	4.7706846245	1	0	0.08892833259999999
mdp.39076006254812	crosby, ernest howard	Captain Jinks, hero	mdp.39015073389861	crosby, ernest howard	Captain Jinks, hero	1.0	1.0	21.0993911452	1	0	0.08902750949999999
coo.31924014165041	fielding, henry	Amelia	mdp.39015065785688	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0891928349
inu.30000114913035	gissing, george	A life's morning	uc1.b4545948	gissing, george	A life's morning	1.0	1.0	13.7558497216	1	0	0.0903016749
uc2.ark+=13960=t3fx76b50	holmes, oliver wendell	The poet at the breakfast-table	uva.x030832524	holmes, oliver wendell	The poet at the breakfast table	1.0	0.9677419355	10.2584309983	1	0	0.090472359
mdp.39015049661856	joyce, james	Ulysses	mdp.39015062110369	joyce, james	Ulysses	1.0	1.0	7.6774004305	1	0	0.09077713119999999
mdp.39015065434675	thackeray, william makepe	The Newcomes, memoirs of a most respectable family	nyp.33433067298236	thackeray, william makepe	The Newcomes; memoirs of a most respectable family, ed. by A	1.0	0.9714285714	32.0558954997	1	0	0.0911202266
uva.x001212499	queen, consort of henry i	The Heptameron	nyp.33433075821573	queen, consort of henry i	The heptameron	1.0	1.0	8.422882511900001	1	0	0.0915958273
mdp.39076005385484	sabatini, rafael	The historical nights' entertainment	uc2.ark+=13960=t8mc8vx2t	sabatini, rafael	The historical nights' entertainment	1.0	1.0	18.1570042188	0	0	0.09186945519999999
uc2.ark+=13960=t9f47ks15	adams, william taylor	Little by little	uc2.ark+=13960=t4cn6zg1g	adams, william taylor	Little by little;	1.0	1.0	6.5553568918	1	0	0.0919170612
hvd.hwjs3x	fielding, henry	The history of Tom Jones : a foundling	uc1.b4839418	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.0925370985
inu.32000006727657	sabatini, rafael	The historical nights' entertainment : second series	uc2.ark+=13960=t8mc8vx2t	sabatini, rafael	The historical nights' entertainment	1.0	1.0	18.1570042188	0	0	0.09296460570000001
wu.89006531560	fisher, dorothy canfield	Understood Betsy	uc2.ark+=13960=fk53f4kz46	fisher, dorothy canfield	Understood Betsy	1.0	1.0	16.902629415	1	0	0.09339862560000001
coo.31924014165017	fielding, henry	The history of Tom Jones, a foundling	njp.32101075374643	fielding, henry	The history of Tom Jones : a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.0944577865
mdp.39076000954797	lawrence, d. h. (david he	The indispensable D. H. Lawrence	pst.000013037970	lawrence, d. h. (david he	The portable D. H. Lawrence	1.0	0.813559322	20.7742488807	0	0	0.0952316186
njp.32101064915042	sabatini, rafael	The historical nights' entertainment. : First series	wu.89063602973	sabatini, rafael	The historical nights' entertainment	1.0	1.0	18.1570042188	0	0	0.0959460251
nnc1.1002392429	thackeray, william makepe	The history of Henry Esmond, esq., a colonel in the service 	mdp.39015063025103	thackeray, william makepe	The history of Henry Esmond, esq., a colonel in the service 	1.0	1.0	54.46876275939999	1	0	0.0961548522
mdp.39015066064174	alcott, louisa may	Little men	mdp.49015000505918	alcott, louisa may	Little men	1.0	1.0	7.6884553565	1	0	0.09625128359999999
mdp.39076000482021	fielding, henry	The history of Tom Jones, a foundling	uc1.b4839417	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.0962633701
nyp.33433056814183	thackeray, william makepe	History of Samuel Titmarsh and the great Hoggarty diamond ; 	uc2.ark+=13960=t57d2sz9n	thackeray, william makepe	The history of Samuel Titmarsh	1.0	0.8	19.0427166608	0	0	0.097145786
mdp.39015063608072	thackeray, william makepe	The adventures of Philip. To which is now prefixed A shabby 	nyp.33433067298293	thackeray, william makepe	The adventures of Philip on his way through the world, shewi	1.0	0.8	38.6817216341	0	0	0.0973883707
nyp.33433082302708	fisher, dorothy canfield	Understood Betsy	uc2.ark+=13960=fk53f4kz46	fisher, dorothy canfield	Understood Betsy	1.0	1.0	16.902629415	1	0	0.0974090855
njp.32101050679305	thackeray, william makepe	The Virginians : a tale of the last century	nyp.33433067298269	thackeray, william makepe	The Virginians; a tale of the last century	1.0	0.9714285714	21.181190559	1	0	0.09795149859999999
osu.32435019442078	fielding, henry	The history of Tom Jones	nyp.33433067367296	fielding, henry	The history of Tom Jones, a foundling	1.0	0.813559322	15.744539590799999	1	0	0.098044431
uc2.ark+=13960=t6h12ws1r	fisher, dorothy canfield	Understood Betsy	uc2.ark+=13960=fk53f4kz46	fisher, dorothy canfield	Understood Betsy	1.0	1.0	16.902629415	1	0	0.0981242432
pst.000008915634	alcott, louisa may	Little men	mdp.39015066064174	alcott, louisa may	Little men	1.0	1.0	7.6884553565	1	0	0.09859896679999999
njp.32101073516567	fielding, henry	Amelia	njp.32101068598067	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.09891296390000001
uva.x004321501	warner, charles dudley	My summer in a garden	loc.ark+=13960=t5x645d0k	warner, charles dudley	My summer in a garden	1.0	1.0	16.989586486900002	1	0	0.0995911065
uc1.b5076434	simenon, georges	The patient	inu.32000007753470	simenon, georges	The patient;	1.0	1.0	8.083637203099999	1	0	0.1000666392
nc01.ark+=13960=t9f48335q	dickinson, anna e. (anna 	What answer?	wu.89098020548	dickinson, anna e. (anna 	What answer?	1.0	1.0	14.8948136176	1	0	0.1008824018
coo.31924014165033	fielding, henry	Amelia	mdp.39076006602465	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.10145259720000001
njp.32101068598034	fielding, henry	The history of Tom Jones, a foundling	mdp.39015065785696	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.10249376
uc1.b4678956	gissing, george	The unclassed	mdp.39015000604416	gissing, george	The unclassed	1.0	1.0	8.9722100784	1	0	0.1033938318
coo.31924014165041	fielding, henry	Amelia	nnc1.0315301214	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.103677984
nyp.33433076086390	fielding, henry	Amelia	coo.31924014165033	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.10398052990000001
uc1.b3124661	hope, anthony	Quisanté	uc2.ark+=13960=t8bg2qv8f	hope, anthony	Quisant??	1.0	0.8235294118	0.0	1	0	0.1041797383
